Manufacturer,ManPartNum,Description,ItemNum,Price,ListPr,OnHand,Wgt,UPC,Long Description,MAP/UP
Engenius,DURAFON-UHF-DEMO2,Demo Kit: DURAFON PRO-BU BASE Unit with TWO (2) DURAFON UHF-HC Handsets(LIMIT 1),DURAFON-UHF-DEMO2,1674.39,2199.97,0,8.4,,,1599.99
Engenius,DURAFON-UHF-HBC,DURAFON UHF Handset Battery cover,DURAFON-UHF-HBC,12.2,14.99,0,0.5,655216008205,The DuraFon-UHF Replacement Battery Cover protects the handset battery compartment.* Fits DuraFon-UHF Handset Only * Screw-Down Design * Protects Battery Compartment,
Engenius,DURAFON-UHF-HC,The DuraFon-UHF-HC Handset is the industryft. s only durablelong range dual-mode radio phone with UHF 2-way radio allowing communication with both UHF 2-way radio users and phone.,DURAFON-UHF-HC,450,499.99,7,1.4,655216008106,The DuraFon-UHF-HC handset works with a DuraFon Pro base unit (purchase separately) to provide telephone line connection.Itft. s ideal for employees that need to make and receive calls and want the added convenience of being able to communicate with other personnel using UHF 2-way radios in the area.Package Contents:in.DuraFon-UHF-HC handset in.Desktop charger with AC/DC adapter in.Quick set-up guide in.Li-Ion battery,499.99
Engenius,DURAFON-UHF-HSA4,DuraFon-UHF Handset Antenna High Performance,DURAFON-UHF-HSA4,15.85,19.99,0,0.001,655216007970,,
Engenius,DURAFON-UHF-PIA,(4) DuraFon UHF Handset w/ (1) DuraFon PRO Base Unit & (4) Spare Handset Battery Packs,DURAFON-UHF-PIA,2804.88,3299,0,9.45,,,3299
Engenius,DURAFON-UHF-SYS,(1) DuraFon UHF Handset w/ (1) DuraFon PRO Base Unit,DURAFON-UHF-SYS,1407.32,1599.99,0,6.1,655216008243,,1599.99
Engenius,DURAFON-USL,DURAFON PRO Single line base unit only,DURAFON-USL,810.98,999.99,0,0,,,
Engenius,DURAPOUCH-EX,Durapouch for EP-490 & Durafon 1X (NEW VINYL STYLE),DURAPOUCH-EX,17.07,24.99,4,0.2,655216002913,Largedurable pouch with 2 inch workbelt clip for EnGenius Phone Models:DuraFon1XDuraFon1X-HC,
Engenius,DURAPRO-HCTAP,DuraFonPRO-HC TAP Handset,DURAPRO-HCTAP,547.56,649.99,0,1.9,655216007253,,649.99
Engenius,DURAPRO-MUT9,DuraFon PRO-MUTAPDB9 (1XBUDB9) - DURAFONPRO Messaging Unit Only with DB9 Connector,DURAPRO-MUT9,608.54,799.99,0,1.75,655216007284,,799.99
Engenius,DURAPRO-PIB20L-IND,(1) DURAFON PRO PIA Bundle (1) Base with (4) Handsets plus (1) SN-UL-AK20L-IND Antenna Kit w/60ft. Coaxial Cable,DURAPRO-PIB20L-IND,2553.66,3238.87,0,21.6,,,3238.87
Engenius,DURAWALKIE,Long Range DuraWalkie Handset,DURAWALKIE,218.29,249.99,13,1.8,655216003187,<html><p>The EnGenius DuraFon Long Range Industrial Cordless Phone System provides mobility and communication in demanding business environments including: nurseriescar and truck rental lotsself-storage facilitiesfarmsmaintenance yardsmarinas and other large campus environments.</p><ul>Features:<li>Up to 12 floors in building</li><li>Up to 250 000 sq. ft. in a warehouse or retail store</li><li>Up to 3 000 acres on a farm or ranch</li><li>Multiple handsets (up to 90)</li><li>DuraWalkie handsets can be broadcasted to via analog port or line as well as from another PRO or DuraWalkie handset</li><li>Durable</li><li>Reliable</li><li>Ease to use</li><li>6 hours talk time50 hours stand-by time</li><li>Will work with DuraWalkie or DuraFon PRO handsets</li></ul><ul>Includes:<li>One (1) DuraWalkie Handset</li><li>One (1) Li-Lon Battery Pack</li><li>One (1) AC Charging Cradle</li><li>One (1) Belt Clip</li><li>One (1) Optimal Performance Antenna</li><li>One (1) Low Profile Antenna</li></ul></html>,249.99
Engenius,DURAWALKIE-1X,Durawalkie Optional Handset for Durafon 1X,DURAWALKIE-1X,218.29,299.99,0,1.9,655216004559,,299.99
Engenius,EAP1250,EnGenius EAP1250 802.11ac Wave 2Compact Wireless Access Point,EAP1250,72.72,95,0,1.45,655216009035,802.11ac Wave 2 MU-MIMOQuad-core CPUDual Band 2x2:2 Ceiling-mount Wireless AP/WDS with Integrated Antennas and Aesthetic Housing Design. Maximum Data Rate 867 Mbps on 5 GHz and 400 Mbps on 2.4 GHz. IEEE 802.3af PoE CapableSSID Mapping VLANMounting Kits & Brackets Included. Country of origin: TAIWAN Package Contents1 - EAP1250 Dual-Band AC1300 Indoor Access Point 1 - 12V/1A Power Adapter 1 - T-Rail Mounting Kits 1 - Ceiling and Wall Mount Screw Kits 1 - Mounting Brackets 1 - RJ-45 Ethernet Cables 1 - Quick Installation Guide,
Engenius,EAP1250-3PACK,EnGenius EAP1250-3PACK (3) 802.11ac Wave 2Compact Wireless Access Points,EAP1250-3PACK,197.67,265,0,2.25,655216009042,EAP1250-3PACK is a pack of three (3) enhanced Indoor 802.11ac Wave 2MU-MIMO Dual-Band Wireless APs with onboard quad-core processors that boost wireless performance. Compact and stylishthe EAP1250 offers accelerated speedsincreased user device capacitiesand improved connection reliability at exceptional pricing that makes next generationbusiness-class Wi-Fi affordably accessible. Country of Origin: TAIWAN Package Contents3 - EAP1250 Dual-Band AC1300 Indoor Access Points 3 - T-Rail Mounting Kits 3 - Ceiling and Wall Mount Screw Kits 3 - Mounting Brackets 3 - RJ-45 Ethernet Cables 1 - Quick Installation Guide,
Engenius,EAP1300,EnGenius EnTurboTM EAP1300 11ac Wave 2Indoor Wireless Access Point.,EAP1300,87.34,129,4,2.7,655216008618,,
Engenius,EAP1300EXT,EnGenius EnTurboTM EAP1300EXT 11ac Wave 2Indoor Wireless Access Point with High-Gain antennas.,EAP1300EXT,100.22,145,0,1.7,655216008625,,
Engenius,EAP1750H,IEEE 802.11a/b/g/n/ac High-powered Dual Band 3x3:3 WirelessAccess Point/WDS with Integrated Antennas and Aesthetic Housing Design. Maximum Data Rate 1300 Mbps on 5 GHz and 450 Mbps on 2.4 GHz. IEEE 802.3at PoE CapableSSID Mapping VLAN.,EAP1750H,137.63,179,5,1.75,655216006720,,
Engenius,EAP2200,EnGenius En TurboTM EAP2200 Tri-Band 11ac Wave 2 indoor Wireless Access Point,EAP2200,164.6,215,2,2.25,655216008663,EnGenius EnTurboEAP2200 is a Tri-Band Indoor 11ac Wave 2MU-MIMO Wireless Access Point that offers 2Xs the network capacities and bandwidth over dual-band APs. Powerful onboard quad-core processors combine with new 11ac and tri-band technology to turbocharge wireless speeds to 2.2 Gbps and connection reliability for dense user environmentsdelivering high performingnext generationbusiness-class Wi-Fi at exceptional pricing.Package Contents1 - EAP2200 Tri-Band Indoor Access Point 1 - 12V/1A Power Adapter 1 - T-Rail Mounting Kits 1 - Ceiling and Wall Mount Screw Kits 1 - Mounting Brackets 1 - RJ-45 Ethernet Cables 1 - Quick Installation Guide,
Engenius,EBK1000-1,EnGuardian Kit HD Camera and IoT Gateway,EBK1000-1,206.44,319.99,0,2.05,655216007475,,
Engenius,ECB1750,IEEE 802.11a/b/g/n/ac High-powered Dual Band 3x3:3 Wireless Access Point/Client Bridge. Maximum Data Rate 1300 Mbps on 5 GHz and 450 Mbps on 2.4 GHz. IEEE 802.3at PoE CapableSSID Mapping VLAN,ECB1750,170.97,215,4,2.2,655216006850,,
Engenius,EDS5115,1-Megapixel Indoor/Outdoor Wireless Day/Night Bullet IP Surveillance Camera,EDS5115,176.09,269,0,1.65,655216007192,,
Engenius,EDS5255,2-Megapixel Indoor/Outdoor Wireless Day/Night Bullet IP Surveillance Camera.,EDS5255,176.09,269,0,1.25,655216007789,,
Engenius,EDS6115,1-MP Wireless Day/Night Mini Dome IP Surveillance Camera,EDS6115,157.55,249,0,0.65,,,
Engenius,EDS6255,2-Megapixel Wireless Day/Night Mini Dome IP Surveillance Camera,EDS6255,157.55,249,0,1.1,655216007802,,
Engenius,EGS5110P,10/31/2018 DISCONTINUED ***See note*** Demo Purchase 8-Port Gigabit PoE+ Smart Switch w/2 SFP (dropship only),EGS5110P-DEMO,197.84,229.99,0,6.33,,,
Engenius,EMD1,802.11ac Wave 2 MU-MIMOQuad-core CPUDual Band 2x2:2 Wall-Plug Wireless Access Point with Integrated Antennas and Aesthetic Housing Design. Maximum Data Rate 867 Mbps on 5 GHz and 400 Mbps on 2.4 GHz.,EMD1,81.83,119,7,0.6,655216009028,,
Engenius,ENH1350EXT,11ac Wave22x2 MU-MIMO Outdoor IP67-RatedHigh-Powered 23dBmDual-BandManaged AP with Four (4) detachable 5 dBi antennas1 GBE PortsProprietary PoEspeeds up-to 400Mbps on 2.4 GHz867Mbps on 5 GHz.,ENH1350EXT,151.7,199,1,0.25,,UPS Number: 6 55216 00896 0 11ac Wave22x2 MU-MIMO Outdoor IP67-RatedHigh-Powered 23dBmDual-BandManaged AP with Four (4) detachable 5 dBi antennas1 GBE PortsProprietary PoEspeeds up-to 400Mbps on 2.4 GHz867Mbps on 5 GHz. Manageable via EnGenius switch or License-Free Network Management Software ezMaster. Includes PoE (48V) InjectorPole Mount Bracket.,
Engenius,ENH1750EXT,IEEE 802.11a/b/g/n/ac Outdoor High-powered Ruggedized IP68-rated Waterproof Enclosure3x3:3 Dual-Band Wireless Access PointMeshWDSwith Speeds Up to 1300 Mbps on 5 GHz and 450 Mbps on 2.4 GHz3x 5dBi 2.4 GHz and 3x 7dBi 5 GHz Omni-directional Anten,ENH1750EXT,475.38,590,0,9.25,655216006621,,
Engenius,ENH500,802.11 a/n 300 Mbps Outdoor High Power 600mW Access point/Bridge.,ENH500,74.95,99.95,0,1.6,655216005112,,
Engenius,ENS202EXT,2.4GHz Wireless N300 Outdoor Access Point,ENS202EXT,67.41,99.95,5,1.75,655216006232,,
Engenius,ENS500-AC,EnGenius EnJetTM ENS500-AC Outdoor 11ac Wave 2 Wireless Bridge/AP,ENS500-AC,81.83,115,9,1.4,655216008496,EnGenius EnJetENS500-AC 5 GHz Outdoor 802.11ac Wave 2 Wireless Bridge/AP features ft. Time Division Multiple Accessft. technology that cuts through RF-congested environments within Point-to-Point/MultiPoint applications. With EnJet enabled the ENS500-AC gives every station a specific time slot to transmit onthus the station will transmit whether or not another system is transmitting. The EnJet ENS500-AC assigns time slots to each stationproviding faster and more stable performance and avoids hidden node issues.Package Contents1 - ENS500-AC Outdoor Access Point 1 - PoE Adapter (EPA2406GR) 2 - Pole-Mounting Brackets 1 - Wall-Mount Screw Set 1-Pole-Mounting Strap 1 - Power Cord 1 - Quick Installation Guide,
Engenius,ENS500EXT-AC,EnGenius EnJetTM ENS500EXT-AC Outdoor 11ac Wave 2 Wireless Access Point,ENS500EXT-AC,105.73,135,0,1.98,655216008502,EnGenius EnJetENS500EXT-AC 5 GHz Outdoor 802.11ac Wave 2 Wireless Access Point features ft. Time Division Multiple Accessft. technology that cuts through RF-congested environments within Point-to-MultiPoint applications. With EnJet enabled the ENS500EXT-AC gives every station a specific time slot to transmit onthus the station will transmit whether or not another system is transmitting. EnJet ENS500EXT-AC assigns time slots to each stationproviding faster and more stable performance and avoids hidden node issues.Package Contents1 - ENS500EXT-ACOutdoor Access Point 1 - PoE Adapter (EPA2406GR) 2 - Pole-Mounting Brackets 1 - Wall-Mount Screw Set 2 - 5 GHz 5 dBi SMA Antennas 1-Pole-Mounting Strap 1 - Power Cord 1 - Quick Installation Guide,
Engenius,ENS620EXT,2.4GHz+5GHz 11ac/b/g/n Dual Band Concurrent AP,ENS620EXT,138.71,175,0,2.1,655216008113,,
Engenius,EnStation5-AC,EnGenius EnJetTM EnStation5-AC Outdoor AC Wave 2 Wireless Bridge/AP,EnStation5-AC,87.34,115,0,2.25,655216008519,EnGenius EnJetEnStation5-AC 5 GHz Outdoor 802.11ac Wave 2 Wireless Bridge/AP features ft. Time Division Multiple Accessft. technology that cuts through RF-congested environments within Point-to-Point/MultiPoint applications. With EnJet enabled the EnStation5-AC gives every station a specific time slot to transmit onthus the station will transmit whether or not another system is transmitting. EnJet EnStation5-AC assigns time slots to each stationproviding faster and more stable performance and avoids hidden node issues. With a high-gain 19 dBi dual-polarized directional antenna that extends the network up to 5 miles point-to-point.Package Contents1 - EnStation5-AC Outdoor Access Point 1 - PoE Adapter (EPA2406GR) 2 - Pole-Mounting Brackets 1 - Wall-Mount Screw Set 1-Pole-Mounting Strap 1 - Power Cord 1 - Quick Installation Guide,
Engenius,ENSTATION5-AC-KIT,EnGenius EnJet EnStation5-AC Kit 5 GHz Outdoor 802.11ac Wave 2 Wireless Bridge/AP,ENSTATION5-AC-KIT,170.09,219,0,6,655216008823,EnGenius EnJetEnStation5-AC Kit 5 GHz Outdoor 802.11ac Wave 2 Wireless Client Bridge/AP features ft. Time Division Multiple Accessft. technology that cuts through RF-congested environments within Point-to-Point/MultiPoint applications.Optimizes Maximum Airtime Efficiency via EnJet EnJet features ft. ft. Time Division Multiple Accessft. technology which provides steady maximum throughput and high link reliability by dividing a signal into different time slots and assigning them to every stations even when bandwidth demands increase and devices are added. EnJet reduces collisions and interference when devices canft. t in. seein. one another on a channel when transmitting to the same device at the same time. The EnJet EnStation5-AC Kit built-in Quality of Service prioritizes video and voice transmissions for a stronguninterrupted streaming with low latency.Turbocharged Wireless Performance Reaching speeds to 867 Mbps on the 5 GHz frequency bandthe EnStation5-AC Kitft. s powerful Qualcommprocessor turbocharges wireless performance and efficiencySuperior Wi-Fi The feature-rich EnStation5-AC Kit leverages the advanced 802.11ac Wave 2 Wi-Fi technology that maximizes wireless speed and performance while eliminating network lag. The EnStation5-AC Kit offers greater user capacities via dedicated MU-MIMO connections and optimal signal reliability through Beamforming Antenna technology.Support a Variety of Outdoor Applications Provide broad-reaching high-speed wireless links or access to remote buildingsdigital signage or user devices in various outdoor settings. Connect a secondary devicesuch as an IP surveillance camerafor greater deployment flexibility. High 26 dBm output power and high receive sensitivitycoupled with two (2) high gain integrated directional antennas deliver stable connectivityoptimal bandwidthand high-speed data rates over a wider area.Optimal Bandwidth Over Longer-Ranges Accommodate 4k Ultra HD (UHD) video and heavy multi-application traffic services with extended bandwidth over long ranges. EnStation5-AC Kit supports a wider channel range (20 MHz40 MHz and/or 80 MHz)allowing network managers to fine-tune channel usage based on their application needs.Going the Distance High output power and high receive sensitivitycoupled with embedded 19 dBi high-gain directional antennasemit a narrow signal beam to deliver stable connectivityoptimal bandwidth and high-speed data rates over extremely long distances? up to 5 miles in clearline of sight point-to-point deployments.Package Contents2 - EnStation5-AC Outdoor Access Point 2 - PoE Adapter (EPA2406GR) 4 - Pole-Mounting Brackets 2 - Wall-Mount Screw Set 2 - Pole-Mounting Strap 2 - Power Cord 1 - Quick Installation GuideCertifications FCCICCECBWarranty: 1 Year,
Engenius,ENSTATIONAC,EnGenius EnJetTM EnStationAC Outdoor AC Wave 2 Wireless Bridge/AP,ENSTATIONAC,128.7,165,0,2.7,655216007758,EnGenius EnJetENS500-AC 5 GHz Outdoor 802.11ac Wave 2 Wireless Bridge/AP features ft. Time Division Multiple Accessft. technology that cuts through RF-congested environments within Point-to-Point/MultiPoint applications. With EnJet enabled the ENS500-AC gives every station a specific time slot to transmit onthus the station will transmit whether or not another system is transmitting. The EnJet ENS500-AC assigns time slots to each stationproviding faster and more stable performance and avoids hidden node issues.Package Contents1 - ENS500-AC Outdoor Access Point 1 - PoE Adapter (EPA2406GR) 2 - Pole-Mounting Brackets 1 - Wall-Mount Screw Set 1-Pole-Mounting Strap 1 - Power Cord 1 - Quick Installation Guide,
Engenius,EPA5006GAT,802.3at/af Complian Gigabit Power Over Ethernet (PoE) Injector with Power Supply.,EPA5006GAT,32.26,49.95,43,0.5,655216007871,,
Engenius,EPA5006GP,Gigabit Power Over Ethernet (PoE) Injector with 54V/0.6A Power Adapter,EPA5006GP,25.8,39.95,4,0.5,655216007888,,
Engenius,EPD-4824,Single-port Power Converter which converts its 48V 802.3af/at power source into 24V power output.,EPD-4824,19.35,29,0,2,655216007383,,
Engenius,ESR530,802.11ac Wave 2 Dual Band Mesh Router (2T2R 400Mbps@ 2.4GHz2T2R 867Mbps@5GHz) 1 x GE WAN1 x GE LAN1 x USB,ESR530,64.34,69.99,0,0.5,,,
Engenius,ESR530-2PACK,Two (2) 802.11ac Wave 2 Dual Band Mesh Router (Two (2) ESR530),ESR530-2PACK,120.8,129.99,3,1.65,,EnGenius EnMesh ESR530-2Pack AC1300 Dual-Band Whole-Home Smart Wi-Fi System is a stylishhigh-performance smart mesh router that offers fastreliable wireless connectivity for all smart home deviceseliminating dead spots. Simplify Wi-Fi setupcontrol and manage via the EnMesh app and create personal cloud storage via the EnFile app via the external USB port.Bullet Points/Differentiators:in. Achieve Wall-to-Wall Wireless Coverage that Eliminates Dead Spots in. Smart Mesh Technology Utilizes Smart Sensors to Automatically Optimize Connections in. High Performing802.11ac Wave 2 Speeds Support Buffer-Free Video & Audio in Every Room in. Simplified Mesh Wi-Fi: No Wires to Run & No Software to Setup in. QuickStep-by-Step Setup via EnMeshMobile Appin. Full Network InsightControl & Troubleshooting Features in. Parental Controls: Define Internet Usage RulesSchedules & Web Filtering* in. Securely Share Wi-Fi With Guests While Keeping Personal Devices Secure in. Expand System to 8 Pods for Complete Home Coverage in Every Corner in. SleekStylishMinimalist Design Blends Nicely with Any Home D cor,
Engenius,ESR580,802.11a/b/g/n/ac Wave2Tri-band Mesh Router (2T2R 400Mbps@ 2.4GHz2T2R 867Mbps@5GHz2T2R 867Mbps@5GHz) 1 x GE WAN1 x GE LAN 1 x USB,ESR580,119.51,129.99,0,0.93,655216009004,EnGenius ESR580 Tri-Band Smart Whole-Home Wi-Fi System delivers Wi-Fi on steroids to eliminate dead zones and quench high traffic demands with ultrafast 11ac Wave 2 speeds. The Tri-Band smart mesh router powers fierce 2200 Mbps wireless speeds and connectivity with zero interruptions. Experience total network control-you can count on easy network set-up and management with the popular EnMesh app.Certifications FCCICWarranty: 1 Yearin. The hottest high-tech 11ac Wave 2 features MU-MIMO and Beamforming technology. in. Ultrafast Tri-Band mesh technology auto detects the best connection for superb whole-home coverage. in. Simplified smart mesh Wi-Fi means no ugly wires or annoying software. in. Wall-to-wall wireless coverage eliminates dead spots & connectivity frustrations. in. Completeworry-free network control is now yours. in. The EnMeshmobile app guides you step-by-step through a simplestress-free setup. in. Customize parental controls and network management easily with the EnMeshmobile appin. Create free & secure personal cloud storage via the EnFile Appwith convenient remote access. in. Expand your home Wi-Fi system by up to eight mesh router pods for areas demanding more coverage. in. Compactsleek design blends subtly into your home decor.Package Contents1-ESR580 Tri-Band AC2200 Whole-Home Wi-Fi System 1-12V/1.5A Power Adapter 1-Wall Mount Screw Kits 1-RJ-45 Ethernet Cable 1-Quick Installation Guide,
Engenius,ESR580-2PACK,Two (2) 802.11a/b/g/n/ac Wave2 Tri- band Mesh Router (Two (2) ESR580),ESR580-2PACK,229.83,249.99,0,2.9,655216009110,EnGenius ESR580-2Pack Tri-Band Smart Whole-Home Wi-Fi System delivers Wi-Fi on steroids to eliminate dead zones and quench high traffic demands with ultrafast 11ac Wave 2 speeds. The Tri-Band smart mesh router powers fierce 2200 Mbps wireless speeds and connectivity with zero interruptions. Experience total network control-you can count on easy network set-up and management with the popular EnMesh app.in. The hottest high-tech 11ac Wave 2 features MU-MIMO and Beamforming technology. in. Ultrafast Tri-Band mesh technology auto detects the best connection for superb whole-home coverage. in. Simplified smart mesh Wi-Fi means no ugly wires or annoying software. *Wall-to-wall wireless coverage eliminates dead spots & connectivity frustrations. in. Completeworry-free network control is now yours. in. The EnMeshmobile app guides you step-by-step through a simplestress-free setup. in. Customize parental controls and network management easily with the EnMeshmobile app in. Create free & secure personal cloud storage via the EnFile Appwith convenient remote access. in. Expand your home Wi-Fi system by up to eight mesh router pods for areas demanding more coverage. in. Compactsleek design blends subtly into your home decor.Package Contents2-ESR580 Tri-Band AC2200 Whole-Home Wi-Fi System 2-12V/1.5A Power Adapter 2-Wall Mount Screw Kits 2-RJ-45 Ethernet Cable 1-Quick Installation GuideCertifications FCCICWarranty: 1 Year,
Engenius,EWS1200-28TFP,24-Port Gigabit Layer 2 Managed 410 W PoE+ Switch with WLAN controllerezMaster Centralized Network Management and enterprise-class features.,EWS1200-28TFP,375.27,485,14,8.35,655216008397,,
Engenius,EWS2908P,EnGenius Neutron EWS2908P 8-Port Gigabit Layer 2 Managed Switch with a 55 W PoE BudgetWLAN controller and ezMasterNetwork Management,EWS2908P,109.41,149,5,1.95,655216009516,EnGenius Neutron EWS2908P is an 8-Port Gigabit Layer 2 Managed Switch with a 55 W PoE Budget; a WLAN controller for simplified configurationmonitoringand management options; ezMasterCentralized Network Management Softwareand a total PoE budget of 55 Watts. Enterprise-class features optimize network efficiency ensuring peak performance while reducing capital and operating expenses for cost-conscious SMBs.Key Features & Benefits* Rich Layer 2 Management Features* Layer 2 Managed switch features include: IGMP & MLD snooping802.3ad Link Aggregation (LACP)Spanning Tree (STP/RSTP/MSTP)Access Control List/Port Security802.1X & RADIUS Authentication and RMON and SNMP v1/v2c/v3 management capabilitiesand more. * Fast Gigabit Wired Speeds * Utilizes Gigabit Ethernet speeds on each of the switchft. s 8 portssupporting the needs of small to midsize organizations.* PoE 802.3af Powers Devices on All Ports * Manage and supply power for PoE-capable devices like Access PointsIP Camerasand VoIP telephones up to 328 feet directly from the switch over an Ethernet cable. * Utilize up to 15.4 Watts of power per port with a total PoE budget of 55 Watts. * Remote power cycle devices for added control and convenience. * Onboard Tools Manage Wired & Wireless Devices * The switch offers deployment flexibility and four different management options while efficiently supporting both wired and wireless networks.* Achieve network managementvisibilityand troubleshooting locally through onboard tools. View device relationships across the infrastructure with Topology View. * Centrally Managed Locally & Remotely * ezMaster Network Management Software includes remote network monitoring and expanded central management features. This flexiblehighly scalable solution offers centralized network management with rich reporting and analyticsbusiness-class features and no licensing or annual subscription fees.* Manage Wireless Devices With Built-In Controller Features * Support direct management of up to 50 APs through the switchft. s integrated WLAN controller functionality. * Network TroubleshootingMonitoring & Email Alerts * Troubleshoot network issues that would otherwise require manual mapping and tracking via the switchft. s Network Topology.* Monitor network connectivity to ensure devices are active and operatingand establish event-based email alerts for immediate notification if predetermined activities occur.,
Engenius,EWS2910P,EWS Switch with 8 GE PoE 2 GE SFP PoE Budget 61.6wDesktop,EWS2910P,118.61,159,20,3.2,655216007703,,
Engenius,EWS330AP,802.11ac Wave 2Compact Wireless Access Point,EWS330AP,91.02,115,0,1.4,655216008984,Technical SpecificationsStandards HT40 802.11n client devices)5 GHz - Two (2) Spatial Stream SU-MIMO up to 867 Mbps to individual 2x2 VHT40 client devicesMU-MIMO Two (2) Spatial Stream MU-MIMO up to 867 Mbps to two (2) MU-MIMO capable wireless devices simultaneouslySupported Data Rates (Mbps):2.4 GHz: Max 400 5 GHz: Max 867 802.11b: 125.511 802.11a/g: 691218364854 802.11n: 6.5 to 400 Mbps (MCS0 to MCS15) 802.11ac: 6.5 to 867 Mbps (MCS0 to MCS9NSS = 1 to 2)Supported Radio Technologies 802.11b: Direct-Sequence Spread Spectrum (DSSS) 802.11a/g/n/ac: Orthogonal Frequency-Division Multiplexing (OFDM) 802.11n/ac: 2x2 MIMO with 2 StreamsChannelization 802.11n Supports High Throughput (HT)-HT 20/40 MHz 802.11n Supports Very High Throughput (VHT) Under the 2.4 GHz Radio-VHT 40 MHz (256-QAM) 802.11n/ac Packet Aggregation: AMPDUASPDU 802.11ac Supports Very High Throughput (VHT)-VHT 20/40/80 MHzSupported Modulation 802.11b: BPSKQPSKCCK 802.11a/g/n: BPSKQPSK16-QAM64-QAM 802.11ac: BPSKQPSK16-QAM64-QAM256-QAM,
Engenius,EWS330AP-3PACK,Three (3) units of 802.11ac Wave 2 MU-MIMOQuad-core CPUDual Band 2x2:2 Ceiling-mount Wireless AP/Meshing with Integrated Antennas and Aesthetic Housing Design. Maximum Data Rate 867 Mbps on 5 GHz and 400 Mbps on 2.4 GHz. IEEE 802.3af PoE Capable,EWS330AP-3PACK,262.2,325,0,2.25,655216009264,SSID Mapping VLANMounting Kits & Brackets Included,
Engenius,EWS355AP,11ac Wave 22x2 MU-MIMO IndoorHigh-Powered 23dBmDual-BandManaged AP with integrated antennas1 GE PortPoE Compliantspeeds up-to 400Mbps on 2.4 GHz867Mbps on 5 GHz.,EWS355AP,110.31,159,0,1.7,655216008816,Manageable via EnGenius switch or License-Free Network Management Software ezMaster. Mounting Kit & Brackets Included.,
Engenius,EWS357AP,EnGenius Neutron EWS357AP Wi-Fi 6 (802.11ax) 2x2 Managed Indoor Wireless Access Point,EWS357AP,177.63,219,1,0.8,655216009479,EnGenius Neutron EWS357AP Wi-Fi 6 (802.11ax) 2x2 Managed Indoor Wireless Access Point features 802.11ax technologysuch as OFDMAMU-MIMOand spatial reuseto expand the capabilities of Wi-Fi and also utilizes EnGenius enterprise-level management and AP features. The sleeklow-profile AP is loaded with new hardware componentssuch as a Qualcomm chipsetto run more efficiently and consume less power for maximum speeds of 574 Mbps (2.4 GHz frequency) and 1 200 Mbps (5 GHz frequency). The new WPA3 makes connecting client and IoT devices more secure and easier. In additionWPA2-PSK (AES) gives your network elevated security.Bullet Points/Differentiators* Dual concurrent 802.11ax architecture & backward-compatible with 11ac/a/b/g/n client devices * Supports up to 1 200 Mbps in 5-GHz frequency band & 574 Mbps in 2.4-GHz frequency band * Uplink and downlink of OFDMA improves transmission to APs and client devices. * Target wake time for power-saving of client & IoT devices * Uplink & downlink of MU-MIMO for optimal signal & reception reliability for up to 8 devices (2 for the EWS357AP) * BSS coloring for tagging packets with a in. colorin. to differentiate between adjacent basic service sets. * Spatial reuse identifies color sets via BSS coloring& simultaneously transmits on the same channelreducing transmission waiting time and contention. * Local and remote management over EWS management switches & ezMaster without fees * Compliance with 802.3af input for flexible installation over 100 meters (328 feet),
Engenius,EWS360AP,802.11ac Centrally Manageable High-powered Wireless Concurrent Dual-band AP450Mbps on 2.4 GHz1300Mbps on 5 GHzAesthetic Ceiling Mount DesignIEEE 802.3at PoE Capable,EWS360AP,156.28,199,25,2,655216007130,,
Engenius,EWS370AP,11ac Wave 24x4 MU-MIMO IndoorDual-BandManaged Wireless AP Features the High Capacities and Ultra-fast Speeds up to 2.5 Gbps.,EWS370AP,328,399,3,3.15,655216008120,,
Engenius,EWS371AP,11ac Wave 24x4 MU-MIMO IndoorDual-BandManaged Wireless AP with Detachable Antennas Supports High Capacities and Ultra-fast Speeds to 2.5 Gbps.,EWS371AP,437,539,0,4.3,655216008137,,
